,coocc_term,source_term,target_term,relation,score,count
9893,Truck-Disc brake,Disc brake,Truck,is type of,0.9726375937461852,1
7222,Reservoir-Brake,Reservoir,Brake,is part of,0.9726277589797974,1
5123,Manufacturing-Machine,Machine,Manufacturing,is related with,0.9726036190986632,3
3801,Hybrid vehicle drivetrain-Hybrid vehicle,Hybrid vehicle,Hybrid vehicle drivetrain,is type of,0.9725956320762634,1
10216,Vacuum-Pressure,Vacuum,Pressure,consists of,0.9725907444953918,2
4809,Locomotive-Counterweight brake,Locomotive,Counterweight brake,consists of,0.9725831151008606,1
7667,Safety bicycle-Bicycle,Safety bicycle,Bicycle,is type of,0.972524344921112,6
10990,Venturi effect-Throttle,Venturi effect,Throttle,interacts with,0.9724933505058287,2
7081,Redundancy (engineering)-Brake,Redundancy (engineering),Brake,indirectly related with,0.9724929928779602,2
7662,Saab Automobile-Brake,Saab Automobile,Brake,consists of,0.9724791646003724,1
9567,Train-Closed-circuit television,Closed-circuit television,Train,is part of,0.9724714756011964,1
5393,Metre-Force,Force,Metre,is parameter of,0.9724687933921814,1
5915,Penny-farthing-Bicycle,Penny-farthing,Bicycle,consists of,0.9724572896957396,6
6365,Pressure-Brake,Brake,Pressure,has parameter,0.9724360704421996,1
5228,Materials science-Brake lining,Brake lining,Materials science,is related with,0.9724250435829164,1
2149,Dynamic braking-Brake,Brake,Dynamic braking,consists of,0.9724211096763612,3
4097,Inertia-Flywheel,Inertia,Flywheel,is parameter of,0.9724166989326476,1
970,Car controls-Brake,Car controls,Brake,interacts with,0.9724121689796448,2
12143,Wiltshire-Automotive industry,Automotive industry,Wiltshire,is related with,0.9724121689796448,1
9259,Track brake-Brake,Track brake,Brake,is type of,0.9724071025848388,1
5643,Nitrogen-Hydraulic fluid,Nitrogen,Hydraulic fluid,consists of,0.972402811050415,2
11687,Wheel-Brake,Wheel,Brake,interacts with,0.9723994135856628,1
8436,Steel-Propeller,Propeller,Steel,consists of,0.9723951816558838,6
3202,Friction modifier-Brake shoe,Brake shoe,Friction modifier,consists of,0.9723778963088988,2
5377,Metal-Leather,Metal,Leather,consists of,0.972373068332672,6
11577,Wheel-Axle,Wheel,Axle,interacts with,0.9723716974258424,1
5071,Manifold-Force,Manifold,Force,has parameter,0.9723687767982484,1
5789,Parking brake-Brake,Parking brake,Brake,is type of,0.9723621606826782,3
3260,Friction-Brake,Brake,Friction,has parameter,0.9723531007766724,2
5873,Parking brake-Motor vehicle,Parking brake,Motor vehicle,is related with,0.9723461270332336,1
8086,Speed-Brake,Brake,Speed,has parameter,0.9723257422447203,1
9363,Traffic collision-Swedish Road Administration,Traffic collision,Swedish Road Administration,indirectly related with,0.9723137617111206,1
6596,Prime mover (locomotive)-Control line,Control line,Prime mover (locomotive),is part of,0.972313106060028,1
3892,Hydraulic cylinder-Brake,Hydraulic cylinder,Brake,is part of,0.9723071455955504,2
6417,Pressure-Brake,Pressure,Brake,is parameter of,0.972307026386261,1
2020,Drum brake-Brake,Drum brake,Brake,is type of,0.9723035097122192,1
2776,Epicyclic gearing-Douglas (motorcycles),Epicyclic gearing,Douglas (motorcycles),is related with,0.9722912311553956,1
1810,Disc brake-Brake pad,Brake pad,Disc brake,is part of,0.97226881980896,1
5045,Magnetic field-Magnet,Magnetic field,Magnet,is parameter of,0.9722599387168884,2
5284,Mechanical advantage-Machine,Machine,Mechanical advantage,has parameter,0.972252368927002,6
4516,Lever-Brake,Brake,Lever,consists of,0.9722504615783693,2
2173,Eddy current brake-Brake,Brake,Eddy current brake,has type,0.9722426533699036,2
11480,Wheel cylinder-Master cylinder,Master cylinder,Wheel cylinder,is part of,0.9722402095794678,2
148,Brake fluid-Atmosphere of Earth,Brake fluid,Atmosphere of Earth,is part of,0.9722140431404114,10
12144,Wiltshire-Automotive industry,Wiltshire,Automotive industry,is related with,0.9722115993499756,1
10282,Valve-Brake,Brake,Valve,consists of,0.9722113609313964,2
10343,Valve-Brake,Valve,Brake,is part of,0.9721937775611876,2
1209,Clutch-Brake,Clutch,Brake,interacts with,0.9721818566322328,1
842,Brass-Brake shoe,Brake shoe,Brass,consists of,0.972180724143982,2
9140,Torque-Inductor,Torque,Inductor,is parameter of,0.9721788167953492,1
6954,Railway air brake-Check valve,Check valve,Railway air brake,is part of,0.9721521735191344,1
4454,Lawsuit-Brake,Lawsuit,Brake,consists of,0.9721288681030272,2
9796,Transmission (mechanics)-Rail transport,Rail transport,Transmission (mechanics),consists of,0.9721205234527588,1
8507,Stroke (engine)-Compressed air,Compressed air,Stroke (engine),is parameter of,0.9721145629882812,1
11742,Wheel-Brake fluid,Wheel,Brake fluid,consists of,0.9721137881278992,5
9013,Titanium-Heat shield,Titanium,Heat shield,is type of,0.9721136689186096,1
1096,Ceramic-Automotive industry,Automotive industry,Ceramic,consists of,0.972097098827362,1
629,Brake-Automatic transmission,Brake,Automatic transmission,interacts with,0.972095787525177,1
10342,Valve-Brake,Valve,Brake,is part of,0.9720870852470398,1
1232,Commercial vehicle-Brake,Brake,Commercial vehicle,is part of,0.97207909822464,1
4202,Internal combustion engine-Diesel engine,Internal combustion engine,Diesel engine,is part of,0.972063422203064,1
6841,Railroad car-Emergency brake (train),Railroad car,Emergency brake (train),consists of,0.9720621705055236,1
7937,Shoe-Manufacturing,Manufacturing,Shoe,consists of,0.97205913066864,2
3259,Friction-Brake,Brake,Friction,has parameter,0.972056210041046,1
5542,Mu (letter)-Brake,Brake,Mu (letter),has parameter,0.9720488786697388,1
6641,Public health-Fiber,Fiber,Public health,is related with,0.9720459580421448,1
9703,Train-Single (music),Train,Single (music),consists of,0.9720342755317688,1
1711,Disc brake-Bicycle brake,Disc brake,Bicycle brake,is type of,0.9720211625099182,6
10406,Valve-Control valve,Control valve,Valve,is type of,0.9720150828361512,1
4198,Internal combustion engine-Diesel engine,Diesel engine,Internal combustion engine,consists of,0.971991777420044,1
622,Brake-Automatic transmission,Automatic transmission,Brake,interacts with,0.9719877243041992,1
7182,Reservoir-Atmosphere,Atmosphere,Reservoir,consists of,0.9719864726066588,1
8912,Tire-Brake,Tire,Brake,interacts with,0.9719854593276978,1
6364,Pressure-Brake,Brake,Pressure,has parameter,0.971980094909668,1
4765,Locomotive-Brake,Locomotive,Brake,consists of,0.9719792008399964,2
10158,Vacuum pump-Brake,Vacuum pump,Brake,is part of,0.9719759225845336,2
11506,Wheel cylinder-Wheel,Wheel cylinder,Wheel,is type of,0.9719722270965576,4
6043,Piston-Disc brake,Disc brake,Piston,consists of,0.9719704985618592,1
6808,Rail transport-Piston,Rail transport,Piston,consists of,0.971968948841095,1
4092,Inertia-Computer-aided design,Computer-aided design,Inertia,has parameter,0.971952497959137,1
6507,Pressure-Cylinder (engine),Pressure,Cylinder (engine),is parameter of,0.9719445109367372,2
1839,Disc brake-Carbon-fiber-reinforced polymers,Carbon-fiber-reinforced polymers,Disc brake,is part of,0.97193843126297,3
8712,Temperature-Ceramic,Temperature,Ceramic,is parameter of,0.9719220995903016,3
8833,Throttle-Internal combustion engine,Throttle,Internal combustion engine,is part of,0.9719123840332032,1
7029,Rambler Marlin-Disc brake,Disc brake,Rambler Marlin,is part of,0.9719074368476868,3
3587,Hawker Siddeley-Aircraft,Hawker Siddeley,Aircraft,is related with,0.97190123796463,1
10457,Valve-Internal combustion engine,Internal combustion engine,Valve,consists of,0.9719001054763794,1
2184,Eddy current brake-Brake,Eddy current brake,Brake,is type of,0.9718911051750184,2
6703,Racing bicycle-Bicycle,Racing bicycle,Bicycle,is type of,0.9718829989433287,6
3168,Forward (association football)-Energy,Forward (association football),Energy,has parameter,0.9718827605247498,1
7931,Shoe-Design,Shoe,Design,is part of,0.9718812108039856,2
8231,Spring (device)-Ratchet (device),Ratchet (device),Spring (device),consists of,0.9718570113182068,1
7028,Rambler Classic-Disc brake,Disc brake,Rambler Classic,is part of,0.9718533754348756,3
6284,Power supply-Electricity,Electricity,Power supply,is parameter of,0.9718204140663148,3
8250,Stainless steel-Brake,Brake,Stainless steel,consists of,0.9718080163002014,1
8129,Speed-Hydraulic cylinder,Speed,Hydraulic cylinder,is parameter of,0.9718016982078552,1
9130,Torque-Friction torque,Torque,Friction torque,is parameter of,0.9717850685119628,1
1491,Cylinder (engine)-Brake,Cylinder (engine),Brake,interacts with,0.9717816710472108,2
10384,Valve-Butterfly valve,Butterfly valve,Valve,consists of,0.97178053855896,1
1357,Computer-Cable television,Computer,Cable television,indirectly related with,0.971777081489563,6
6363,Pressure-Brake,Brake,Pressure,has parameter,0.9717714190483092,1
3615,Headway-Brake,Brake,Headway,indirectly related with,0.9717656970024108,2
8897,Tire-Bicycle brake,Tire,Bicycle brake,interacts with,0.9717654585838318,6
6744,Rail transport-Air conditioning,Air conditioning,Rail transport,is part of,0.9717614054679872,3
8593,Suspension (chemistry)-Saucer,Suspension (chemistry),Saucer,consists of,0.9717552065849304,2
892,Bus-Brake,Brake,Bus,is part of,0.9717468023300172,1
6176,Pneumatics-North America,Pneumatics,North America,is part of,0.9717459678649902,1
11867,Wheel-Friction,Wheel,Friction,consists of,0.971744179725647,6
6592,Prime mover (locomotive)-Aviation,Aviation,Prime mover (locomotive),interacts with,0.9717386960983276,1
11186,Visual perception-Visual field,Visual perception,Visual field,interacts with,0.9717132449150084,1
2415,Electromagnet-Disc brake,Disc brake,Electromagnet,consists of,0.9717115759849548,2
4086,Inertia-Chassis,Inertia,Chassis,is parameter of,0.971710443496704,2
3027,Force-Brake,Brake,Force,has parameter,0.9717080593109132,1
6642,Public health-Fiber,Public health,Fiber,is related with,0.9717060327529908,1
4432,Landing gear-Aircraft,Landing gear,Aircraft,has type,0.971699059009552,2
8314,Steam brake-Brake,Steam brake,Brake,is type of,0.9716934561729432,2
8319,Steam brake-Steam,Steam,Steam brake,is type of,0.9716934561729432,2
8372,Steam-Brake,Steam,Brake,is type of,0.9716934561729432,2
3180,Fracture-Ecosystem,Fracture,Ecosystem,is part of,0.9716851115226746,3
6597,Prime mover (locomotive)-Control line,Prime mover (locomotive),Control line,consists of,0.971684992313385,1
9973,United Kingdom-British Aircraft Corporation,British Aircraft Corporation,United Kingdom,is related with,0.971673309803009,1
479,Brake shoe-Brake pad,Brake shoe,Brake pad,is part of,0.9716581106185912,2
5788,Parking brake-Brake,Parking brake,Brake,is type of,0.9716359376907348,1
2547,Emergency brake (train)-Brake,Emergency brake (train),Brake,is type of,0.9716194868087769,1
7080,Redundancy (engineering)-Brake,Redundancy (engineering),Brake,indirectly related with,0.9716155529022216,2
10261,Valve-Ball valve,Valve,Ball valve,is part of,0.9716037511825562,2
3637,Heat-Brake,Brake,Heat,has parameter,0.9715973138809204,2
573,Brake-Anti-lock braking system,Brake,Anti-lock braking system,is part of,0.9715844988822936,1
1947,Drivetrain-Brake,Brake,Drivetrain,interacts with,0.9715789556503296,1
9747,Transmission (mechanics)-Aircraft,Transmission (mechanics),Aircraft,consists of,0.9715784192085266,1
6698,RPM (magazine)-Dynamometer,Dynamometer,RPM (magazine),has parameter,0.9715676307678224,2
1425,Cotton-Brake pad,Brake pad,Cotton,is related with,0.971538245677948,1
4556,Lever-Brake,Lever,Brake,is part of,0.971521019935608,2
11269,WSP Global-Valve,Valve,WSP Global,is part of,0.9715155363082886,1
7867,Sensotronic Brake Control-Disc brake,Sensotronic Brake Control,Disc brake,is type of,0.9715116620063782,1
9172,Torque-Speed,Speed,Torque,is parameter of,0.9715040326118468,1
1208,Clutch-Brake,Clutch,Brake,interacts with,0.9715004563331604,5
830,Braking distance-Brake,Braking distance,Brake,is parameter of,0.9714967012405396,1
8138,Speed-Relative velocity,Speed,Relative velocity,is parameter of,0.9714887142181396,1
10281,Valve-Brake,Brake,Valve,consists of,0.971487283706665,1
6416,Pressure-Brake,Pressure,Brake,is parameter of,0.9714664816856384,1
1415,Corrosion inhibitor-Absorption (chemistry),Corrosion inhibitor,Absorption (chemistry),is related with,0.9714545607566832,2
10942,Vehicle-System,System,Vehicle,is part of,0.9714543223381042,1
5787,Parking brake-Brake,Parking brake,Brake,is type of,0.971452295780182,1
829,Braking distance-Brake,Braking distance,Brake,is parameter of,0.9714435338974,1
4946,Magnet-Brake,Brake,Magnet,consists of,0.9714393615722656,3
10991,Veto-Resort,Resort,Veto,indirectly related with,0.9714295864105223,1
10280,Valve-Brake,Brake,Valve,consists of,0.9714276194572448,1
8075,Speed-Axle,Speed,Axle,is parameter of,0.97142493724823,1
2377,Electricity meter-Eddy current brake,Electricity meter,Eddy current brake,has type,0.9714134931564332,2
828,Braking distance-Brake,Braking distance,Brake,is parameter of,0.9713846445083618,1
390,Brake shoe-Brake,Brake,Brake shoe,consists of,0.9713810682296752,1
159,Brake fluid-Brake,Brake,Brake fluid,consists of,0.9713751077651978,1
2799,Exhaust brake-Back pressure,Back pressure,Exhaust brake,is parameter of,0.971370279788971,1
9236,Track bicycle-Road bicycle,Track bicycle,Road bicycle,is type of,0.9713405966758728,6
10572,Van-Brake,Brake,Van,is part of,0.971338987350464,1
4361,Kinetic energy recovery system-Formula One,Kinetic energy recovery system,Formula One,is part of,0.9713369607925416,2
5881,Particle accelerator-Force,Force,Particle accelerator,is parameter of,0.9713323712348938,1
7349,Resistor-Locomotive,Locomotive,Resistor,is related with,0.9713205695152284,3
2072,Drum brake-Brake fluid,Drum brake,Brake fluid,consists of,0.9713066220283508,1
1078,Cement-Binder (material),Cement,Binder (material),is related with,0.9713001847267152,2
5078,Manual transmission-Brake,Manual transmission,Brake,interacts with,0.9712806344032288,1
9903,Truck-Energy,Truck,Energy,has parameter,0.971255898475647,1
3520,Grade (slope)-Brake,Grade (slope),Brake,is parameter of,0.9712494015693665,2
3380,Friction-Ceramic,Friction,Ceramic,is parameter of,0.9712434411048888,3
7746,Selenium-Die casting,Selenium,Die casting,is related with,0.97123384475708,1
4091,Inertia-Computer,Inertia,Computer,is parameter of,0.971232533454895,1
2966,Fluid-Computer,Computer,Fluid,consists of,0.9712257385253906,5
5066,Manifold-Brake,Brake,Manifold,interacts with,0.9712230563163756,1
7438,Risk-Railway signalling,Railway signalling,Risk,indirectly related with,0.9712198972702026,1
6469,Pressure-Brake fluid,Pressure,Brake fluid,is parameter of,0.9712183475494384,1
10177,Vacuum servo-Force,Force,Vacuum servo,is parameter of,0.971215844154358,1
2473,Electronic stability control-Brake,Electronic stability control,Brake,interacts with,0.9712149500846864,1
3365,Friction-Brake pad,Friction,Brake pad,is parameter of,0.9712038040161132,2
7310,Reservoir-Railway air brake,Reservoir,Railway air brake,is part of,0.971199870109558,1
1732,Disc brake-Brake,Brake,Disc brake,has type,0.9711862802505492,3
9704,Train-Slippery rail,Slippery rail,Train,is part of,0.9711691737174988,1
5659,Occupational burnout-Clutch,Clutch,Occupational burnout,interacts with,0.9711654782295228,1
9585,Train-Electricity meter,Electricity meter,Train,is part of,0.9711349010467528,2
2401,Electro (music)-Computer,Electro (music),Computer,is type of,0.9711254835128784,2
4189,Internal combustion engine-Compressor,Internal combustion engine,Compressor,consists of,0.9711241126060486,1
9722,Train-Track brake,Train,Track brake,consists of,0.9711223244667052,1
7463,Road surface-Brake lining,Road surface,Brake lining,is related with,0.97111177444458,1
6362,Pressure-Brake,Brake,Pressure,has parameter,0.9711109399795532,1
5555,Mushroom-Light rail,Mushroom,Light rail,is part of,0.9711104035377502,1
8679,Teddy Bishop-Edward Bishop (mayor),Edward Bishop (mayor),Teddy Bishop,is related with,0.9711074829101562,1
2832,Exhibitionism-Brake,Brake,Exhibitionism,consists of,0.9711002707481384,1
8624,System software-Brake,System software,Brake,interacts with,0.9710842967033386,1
7338,Resistor-Dynamic braking,Resistor,Dynamic braking,consists of,0.9710826277732848,3
925,Cam-Brake,Cam,Brake,interacts with,0.9710760116577148,2
6657,Pump-Brake,Brake,Pump,consists of,0.9710553288459778,1
9858,Truck-Brake,Brake,Truck,is part of,0.9710553288459778,1
11969,Wheel-Pressure,Wheel,Pressure,has parameter,0.971051812171936,1
11247,Volvo-Radar,Volvo,Radar,consists of,0.971013069152832,1
5746,Parking brake-Brake,Brake,Parking brake,has type,0.9710120558738708,1
1767,Disc brake-Brake,Disc brake,Brake,is type of,0.9709888696670532,3
5443,Motor controller-Brake,Brake,Motor controller,interacts with,0.9709837436676024,3
8126,Speed-Emergency brake (train),Speed,Emergency brake (train),is parameter of,0.9709818363189696,1
4174,Internal combustion engine-Camshaft,Internal combustion engine,Camshaft,interacts with,0.9709801077842712,2
7441,Risk-Redundancy (engineering),Risk,Redundancy (engineering),indirectly related with,0.970979869365692,2
3646,Heat-Brake,Heat,Brake,is parameter of,0.9709739685058594,1
6876,Railway air brake-Brake,Brake,Railway air brake,has type,0.9709643721580504,1
4173,Internal combustion engine-Camshaft,Camshaft,Internal combustion engine,interacts with,0.9709539413452148,2
8079,Speed-Bearing (mechanical),Speed,Bearing (mechanical),is parameter of,0.9709416031837464,1
6994,Railway air brake-Kunze-Knorr brake,Railway air brake,Kunze-Knorr brake,is type of,0.9709385633468628,1
9974,United Kingdom-British Aircraft Corporation,United Kingdom,British Aircraft Corporation,is related with,0.9709298014640808,1
8004,Slippery rail-Signal passed at danger,Signal passed at danger,Slippery rail,indirectly related with,0.9709084033966064,1
6030,Piston-Cylinder (engine),Cylinder (engine),Piston,consists of,0.9709067344665528,2
7857,Sensor-Pressure,Sensor,Pressure,has parameter,0.970901906490326,1
10448,Valve-Hydraulic brake,Hydraulic brake,Valve,consists of,0.9708969593048096,1
2394,Electricity-Diesel–electric transmission,Electricity,Diesel–electric transmission,is part of,0.9708935022354126,1
2546,Emergency brake (train)-Brake,Emergency brake (train),Brake,is type of,0.9708870649337769,1
5483,Motorcycle-Brake,Motorcycle,Brake,consists of,0.9708860516548156,1
1060,Carriage-Brake,Brake,Carriage,is part of,0.9708805680274964,1
5177,Master cylinder-Brake,Master cylinder,Brake,is part of,0.9708709120750428,1
4555,Lever-Brake,Lever,Brake,is part of,0.9708545804023744,1
2624,Energy-Brake,Energy,Brake,is parameter of,0.9708477258682252,1
3026,Force-Brake,Brake,Force,has parameter,0.9708216786384584,2
3636,Heat-Brake,Brake,Heat,has parameter,0.9708205461502076,1
3963,Hydraulics-Brake,Hydraulics,Brake,is parameter of,0.9708185195922852,1
4151,Internal combustion engine-Brake,Brake,Internal combustion engine,interacts with,0.970816731452942,1
2985,Flywheel-Brake,Flywheel,Brake,interacts with,0.9708161950111388,1
7912,Shinkansen-Eddy current brake,Eddy current brake,Shinkansen,is part of,0.9708046913146972,2
6510,Pressure-Disc brake,Disc brake,Pressure,has parameter,0.9708001017570496,1
9647,Train-Magnetic field,Train,Magnetic field,consists of,0.97078537940979,1
9174,Torque-Steel,Steel,Torque,is related with,0.9707753658294678,1
9197,Toyota Prius-Engine braking,Engine braking,Toyota Prius,is part of,0.9707738161087036,1
8030,Solution (chemistry)-Brake,Solution (chemistry),Brake,is part of,0.9707673192024232,2
532,Brake-Aircraft,Aircraft,Brake,consists of,0.9707616567611694,2
7195,Reservoir-Brake,Brake,Reservoir,consists of,0.9707614779472352,2
3364,Friction-Brake pad,Friction,Brake pad,is parameter of,0.970758318901062,2
10927,Vehicle-Servomechanism,Vehicle,Servomechanism,consists of,0.9707533717155457,1
1084,Central nervous system-Ataxia,Central nervous system,Ataxia,indirectly related with,0.970753014087677,2
4184,Internal combustion engine-Compression release,Compression release,Internal combustion engine,is type of,0.970744490623474,1
3113,Force-Cam,Force,Cam,is parameter of,0.9707326889038086,6
11349,Weight-Brake,Weight,Brake,is parameter of,0.9707305431365968,1
9799,Transmission (mechanics)-Sensor,Transmission (mechanics),Sensor,consists of,0.970726191997528,2
2467,Electronic stability control-Brake,Brake,Electronic stability control,interacts with,0.9707044959068298,1
11341,Weight distribution-Weight,Weight distribution,Weight,has parameter,0.9707016944885254,1
947,Cantilever-Bicycle frame,Bicycle frame,Cantilever,interacts with,0.9706985354423524,6
5068,Manifold-Force,Force,Manifold,is parameter of,0.9706827402114868,1
8740,Tetrachloroethylene-Hydrogen,Tetrachloroethylene,Hydrogen,is related with,0.970661461353302,1
10632,Vehicle-Brake,Brake,Vehicle,is part of,0.970658540725708,1
9159,Torque-Newton-metre,Newton-metre,Torque,has parameter,0.970657765865326,1
1073,Cast iron-Brake,Brake,Cast iron,consists of,0.970639944076538,3
1926,Drag racing-Airplane,Airplane,Drag racing,is related with,0.9706383347511292,2
5934,Perpendicular-Car,Perpendicular,Car,is part of,0.9706346392631532,3
11138,Victorian Railways X class-Nilgiri Mountain Railway X class,Nilgiri Mountain Railway X class,Victorian Railways X class,is type of,0.9706243276596068,1
5632,Nilgiri Mountain Railway X class-Nilgiri Mountain Railway,Nilgiri Mountain Railway,Nilgiri Mountain Railway X class,is type of,0.9706243276596068,1
11136,Victorian Railways X class-Nilgiri Mountain Railway,Nilgiri Mountain Railway,Victorian Railways X class,is type of,0.9706243276596068,1
9457,Train-Brake,Brake,Train,is part of,0.9706145524978638,2
11932,Wheel-Metal,Metal,Wheel,is part of,0.970613181591034,5
7974,Simulation-Demography,Demography,Simulation,indirectly related with,0.97060364484787,1
962,Car controls-Brake,Brake,Car controls,interacts with,0.970595359802246,2
767,Brake-Boundary layer,Boundary layer,Brake,is part of,0.9705939888954164,1
5093,Manufacturing-Brake pad,Brake pad,Manufacturing,is related with,0.9705600738525392,1
3674,Heat-Dissipation,Dissipation,Heat,is parameter of,0.9705573916435242,3
3165,Forward (association football)-Electricity,Electricity,Forward (association football),is parameter of,0.9705497622489928,1
1657,Disc brake-Algorithm,Algorithm,Disc brake,consists of,0.9705482721328736,3
5157,Master cylinder-Brake,Brake,Master cylinder,consists of,0.9705399870872498,1
8209,Spring (device)-Brake,Spring (device),Brake,is part of,0.9705233573913574,2
8994,Tire-Speed,Tire,Speed,has parameter,0.970514476299286,1
3519,Grade (slope)-Brake,Grade (slope),Brake,is parameter of,0.970511555671692,2
10631,Vehicle-Brake,Brake,Vehicle,is part of,0.970503568649292,2
6073,Piston-Friction,Friction,Piston,is parameter of,0.9704890847206116,1
7172,Renault-Louis Renault (industrialist),Renault,Louis Renault (industrialist),has type,0.9704577922821044,2
2488,Electronically controlled pneumatic brakes-Axle,Electronically controlled pneumatic brakes,Axle,consists of,0.970451295375824,2
1899,Downhill (ski competition)-Brake fade,Brake fade,Downhill (ski competition),indirectly related with,0.9704485535621644,1
3212,Friction-Adhesive,Adhesive,Friction,is related with,0.9704267978668212,1
5724,Parachute-Brake,Brake,Parachute,is part of,0.9703918695449828,2
8095,Speed-Brake,Speed,Brake,is parameter of,0.9703903198242188,1
8639,System-Pressure,System,Pressure,has parameter,0.9703872799873352,1
755,Brake-Bogie,Bogie,Brake,consists of,0.970379114151001,1
5990,Piston-BMW,BMW,Piston,consists of,0.9703773260116576,1
7764,Sense-Adhesion,Adhesion,Sense,indirectly related with,0.9703509211540222,1
6875,Railway air brake-Brake,Brake,Railway air brake,has type,0.970347225666046,2
1095,Ceramic-Automotive industry,Automotive industry,Ceramic,consists of,0.9703449606895448,3
5355,Metal-Brake pad,Brake pad,Metal,consists of,0.9703379273414612,2
6912,Railway air brake-Brake,Railway air brake,Brake,is type of,0.9703206419944764,1
9824,Transmission brake-Torque,Torque,Transmission brake,is parameter of,0.970297396183014,1
12183,Wire rope-Cantilever,Cantilever,Wire rope,interacts with,0.9702771902084352,6
5338,Metal-Bicycle brake,Metal,Bicycle brake,is part of,0.970250129699707,6
6824,Railroad car-Adhesion railway,Adhesion railway,Railroad car,indirectly related with,0.9702465534210204,1
9456,Train-Brake,Brake,Train,is part of,0.9702157974243164,1
7771,Sensor-Anti-lock braking system,Sensor,Anti-lock braking system,is part of,0.9702039957046508,1
820,Braking distance-Brake,Brake,Braking distance,has parameter,0.970200777053833,1
2372,Electricity meter-Bogie,Bogie,Electricity meter,consists of,0.9701880812644958,2
3594,Hawker Siddeley-British Aerospace ATP,Hawker Siddeley,British Aerospace ATP,is related with,0.9701846837997437,1
4018,Hydrogen-Fuel cell,Fuel cell,Hydrogen,is type of,0.9701337814331056,3
249,Brake lining-Bicycle brake,Bicycle brake,Brake lining,is related with,0.9701170325279236,2
8657,Table (information)-Tab (interface),Table (information),Tab (interface),consists of,0.9701142311096193,2
4679,Lighting-Dust,Lighting,Dust,is related with,0.970110297203064,2
7765,Sense-Adhesion,Sense,Adhesion,indirectly related with,0.970109760761261,1
10229,Vacuum-Tool,Vacuum,Tool,is related with,0.9700967669487,2
10701,Vehicle-Brake,Vehicle,Brake,consists of,0.9700962901115416,1
7564,Rotation-Brake,Rotation,Brake,is parameter of,0.9700846076011658,1
10037,Unsprung mass-Original equipment manufacturer,Unsprung mass,Original equipment manufacturer,is parameter of,0.9700841903686525,3
6556,Pressure-Internal combustion engine,Internal combustion engine,Pressure,has parameter,0.970079243183136,1
82,Bicycle chain-Bicycle brake,Bicycle chain,Bicycle brake,interacts with,0.9700685739517212,6
3714,High voltage-Anti-lock braking system,High voltage,Anti-lock braking system,is parameter of,0.9700555801391602,1
4019,Hydrogen-Fuel cell,Hydrogen,Fuel cell,is type of,0.970046043395996,3
9158,Torque-Mass,Torque,Mass,is parameter of,0.970044493675232,1
2889,Field coil-Electric current,Electric current,Field coil,is part of,0.9700294137001038,3
566,Brake-Anti-lock braking system,Anti-lock braking system,Brake,is type of,0.9700265526771544,1
1382,Control line-Brake,Brake,Control line,consists of,0.9700214862823486,1
3308,Friction-Brake,Friction,Brake,is parameter of,0.9700134992599488,1
9959,Two-stroke engine-Oil pump (internal combustion engine),Two-stroke engine,Oil pump (internal combustion engine),consists of,0.9700074791908264,1
10819,Vehicle-Force,Force,Vehicle,is parameter of,0.969999372959137,1
4504,Lever-Bicycle brake,Lever,Bicycle brake,is part of,0.9699941277503968,6
252,Brake lining-Brake,Brake,Brake lining,consists of,0.969992220401764,1
1973,Drum brake-Brake,Brake,Drum brake,has type,0.969981014728546,1
11951,Wheel-Portal axle,Wheel,Portal axle,is type of,0.9699698686599731,1
4990,Magnetic field-Brake,Brake,Magnetic field,interacts with,0.9699475765228271,1
10630,Vehicle-Brake,Brake,Vehicle,is part of,0.9699431657791138,1
11792,Wheel-Cylinder (engine),Wheel,Cylinder (engine),interacts with,0.969942271709442,2
827,Braking distance-Brake,Braking distance,Brake,is parameter of,0.9699369072914124,1
6516,Pressure-Empresas Públicas de Medellín,Empresas Públicas de Medellín,Pressure,has parameter,0.9699367880821228,1
3178,Four-wheel drive-Disc brake,Four-wheel drive,Disc brake,is related with,0.9699225425720216,3
2967,Fluid-Computer,Fluid,Computer,is part of,0.9699211120605468,5
8732,Tender (rail)-Locomotive,Tender (rail),Locomotive,is type of,0.969896674156189,2
9137,Torque-Hysteresis,Hysteresis,Torque,has parameter,0.9698960781097412,2
4212,Internal combustion engine-Emergency brake (train),Internal combustion engine,Emergency brake (train),has type,0.9698954224586488,1
2521,Emergency brake (train)-Brake,Brake,Emergency brake (train),has type,0.9698929786682128,1
1050,Carbon-fiber-reinforced polymers-Brake,Carbon-fiber-reinforced polymers,Brake,is part of,0.9698909521102904,3
9874,Truck-Brake,Truck,Brake,consists of,0.969887673854828,1
2753,English Electric-British Aerospace,British Aerospace,English Electric,is related with,0.9698836207389832,1
10341,Valve-Brake,Valve,Brake,is part of,0.9698681831359864,2
11509,Wheel slide protection-Decelostat,Decelostat,Wheel slide protection,is type of,0.9698614478111268,1
10460,Valve-Internal combustion engine,Valve,Internal combustion engine,is part of,0.9698542356491088,1
9513,Train-Brake,Train,Brake,consists of,0.9698343873023988,1
7400,Ride quality-Car suspension,Car suspension,Ride quality,has parameter,0.9698198437690736,2
1403,Copper-Aluminium,Copper,Aluminium,is part of,0.9698057174682616,2
4945,Magnet-Brake,Brake,Magnet,consists of,0.9697939157485962,1
10700,Vehicle-Brake,Vehicle,Brake,consists of,0.9697858691215516,2
